no;iso_o;iso_d;distw;gdp_o;gdp_d;rta;flow;contig;comlang_off;comcur
64;AFG;POL;4291.677743;8399.039063;338732.9063;0;0.4353;0;0;0
65;AFG;PRT;6694.28915;8399.039063;192571.9219;0;0.009000002;0;0;0
66;AFG;ROM;3782.032176;8399.039063;121609.1094;0;0.0804;0;0;0
67;AFG;RUS;3061.364235;8399.039063;986939.5625;0;11.51051;0;0;0
68;AFG;SGP;5248.136904;8399.039063;132158.4688;0;4.769116;0;0;0
69;AFG;SVK;4289.401773;8399.039063;55048.54688;0;0.000400004;0;0;0
70;AFG;SWE;4644.212326;8399.039063;384927.2813;0;0.02070002;0;0;0
71;AFG;THA;4011.002729;8399.039063;206247.0313;0;0.268235;0;0;0
72;AFG;TJK;498.4332361;8399.039063;2811.461426;0;6.4912;1;0;0
73;AFG;TKM;953.3536919;8399.039063;10496.47949;0;0.4556992;1;0;0
74;AFG;TTO;12721.01163;8399.039063;19911.22266;0;0.124767;0;0;0
75;AFG;TUN;5183.573717;8399.039063;30298.49023;0;1.501995;0;0;0
76;AFG;TUR;3249.258177;8399.039063;402709.9375;0;9.586511;0;0;0
77;AFG;TZA;5617.330747;8399.039063;12783.76758;0;0.0475024;0;0;0
78;AFG;UGA;5307.030691;8399.039063;9321.924805;0;0.173441;0;0;0
79;AFG;UKR;3272.287431;8399.039063;106110.8906;0;0.07676911;0;0;0
80;AFG;URY;15000.65536;8399.039063;19307.69531;0;0.003790589;0;0;0
81;AFG;USA;11626.57895;8399.039063;13201819;0;45.80004;0;0;0
82;AFG;VEN;13221.28428;8399.039063;181861.8438;0;0.2850001;0;0;0
83;AGO;ARG;7977.915715;44033.10156;214057.75;0;0.01500004;0;0;0
84;AGO;AUS;12954.90535;44033.10156;768177.6875;0;54.7514;0;0;0
85;AGO;AUT;6432.058195;44033.10156;322443.6563;0;0.0181;0;0;0
86;AGO;AZE;6652.019938;44033.10156;20121.61133;0;0.02180002;0;0;0
87;AGO;BEL;6817.662461;44033.10156;392001.375;0;355.883;0;0;0
88;AGO;BEN;2340.250543;44033.10156;4774.809082;0;0.0025064;0;0;0
89;AGO;BGR;5962.843134;44033.10156;31483;0;0.002500003;0;0;0
90;AGO;BLR;7185.96345;44033.10156;36945.29297;0;7.00E-04;0;0;0
91;AGO;BOL;8607.540392;44033.10156;11163.07129;0;0.01837484;0;0;0
92;AGO;BRA;6440.572262;44033.10156;1067962.25;0;510.867;0;1;0
93;AGO;CAN;11627.29273;44033.10156;1251463.375;0;581.697;0;0;0
94;AGO;CHE;6356.838224;44033.10156;379758.2813;0;60.40903;0;0;0
95;AGO;CHL;8947.971719;44033.10156;145841.1875;0;1317.21;0;0;0
96;AGO;CHN;11829.96678;44033.10156;2668071.25;0;10930.9;0;0;0
97;AGO;CIV;2712.489592;44033.10156;17483.98828;0;0.156304;0;0;0
98;AGO;CMR;1787.590855;44033.10156;18322.92578;0;2.01874;0;0;0
99;AGO;COG;681.5906393;44033.10156;7385.168945;1;0.37423;0;0;0
100;AGO;COL;9982.689204;44033.10156;135836.0156;0;0.00013634;0;0;0
101;AGO;CPV;5054.009819;44033.10156;1143.991577;0;1.10769;0;1;0
102;AGO;CRI;11066.57939;44033.10156;22145.08008;0;0.06625751;0;0;0
103;AGO;CZE;6653.980078;44033.10156;141801.4219;0;0.02070002;0;0;0
104;AGO;DEU;6825.559198;44033.10156;2906681.25;0;75.9548;0;0;0
105;AGO;DNK;7308.256539;44033.10156;275237.0313;0;0.3139004;0;0;0
106;AGO;DZA;5223.227204;44033.10156;114727.0625;0;0.488233;0;0;0
107;AGO;ECU;10339.43157;44033.10156;40800.08203;0;35.63692;0;0;0
108;AGO;EGY;4814.249366;44033.10156;107484.0391;0;0.008951932;0;0;0
109;AGO;ESP;5815.768649;44033.10156;1223988.5;0;469.128;0;0;0
110;AGO;FIN;7962.54351;44033.10156;209444.8906;0;0.0125;0;0;0
111;AGO;FRA;6384.804468;44033.10156;2230721.5;0;1553.442;0;0;0
112;AGO;GAB;1179.842467;44033.10156;9545.985352;0;1.43359;0;0;0
113;AGO;GBR;7092.603076;44033.10156;2345014.75;0;29.8279;0;0;0
114;AGO;GHA;2422.775514;44033.10156;12905.9707;0;4.071111;0;0;0
115;AGO;GTM;11836.51643;44033.10156;35290.26953;0;0.00373868;0;0;0
116;AGO;HKG;11483.77133;44033.10156;189798.1094;0;150.2622;0;0;0
117;AGO;HUN;6385.492327;44033.10156;112898.5234;0;0.000100001;0;0;0
118;AGO;IDN;10408.96156;44033.10156;364458.9063;0;1.41048;0;0;0
119;AGO;IND;7771.995122;44033.10156;906268;0;3.18781;0;0;0
120;AGO;IRL;7275.030219;44033.10156;222649.7969;0;0.0212;0;0;0
121;AGO;ITA;5850.537811;44033.10156;1844748.875;0;91.3956;0;0;0
122;AGO;JPN;13676.4242;44033.10156;4340133.5;0;597.6421;0;0;0
123;AGO;KEN;2758.795729;44033.10156;21185.94141;0;0.000503371;0;0;0
124;AGO;KOR;12773.39468;44033.10156;888024.1875;0;151.5283;0;0;0
125;AGO;LBN;5380.278827;44033.10156;22722.19141;0;0.0281245;0;0;0
126;AGO;MAR;5301.950725;44033.10156;57306.73047;0;0.392038;0;0;0
127;AGO;MUS;4828.118731;44033.10156;6448.455078;1;0.000332662;0;0;0
128;AGO;MYS;10111.01495;44033.10156;148940.3594;0;0.0145339;0;0;0
129;AGO;NER;2857.858589;44033.10156;3544.143066;0;0.133654;0;0;0
130;AGO;NGA;2209.761651;44033.10156;114686.2813;0;4.96093;0;0;0
131;AGO;NLD;6942.261457;44033.10156;657590.125;0;92.2404;0;0;0
132;AGO;NOR;7837.547429;44033.10156;310959.75;0;6.71421;0;0;0
133;AGO;NZL;14192.41202;44033.10156;103873.2109;0;0.003010843;0;0;0
134;AGO;PAK;7482.471818;44033.10156;128830.2031;0;0.70224;0;0;0
135;AGO;PER;9846.797102;44033.10156;93269.03906;0;60.866;0;0;0
136;AGO;PHL;12189.99785;44033.10156;116931.3438;0;0.09744603;0;0;0
137;AGO;POL;6880.081513;44033.10156;338732.9063;0;1.367905;0;0;0
138;AGO;PRT;5956.993119;44033.10156;192571.9219;0;68.929;0;1;0
139;AGO;ROM;6269.026477;44033.10156;121609.1094;0;0.003;0;0;0
140;AGO;RUS;8103.861427;44033.10156;986939.5625;0;0.042487;0;0;0
141;AGO;SDN;3417.580185;44033.10156;37564.61719;0;0.2434773;0;0;0
142;AGO;SGP;10046.30031;44033.10156;132158.4688;0;20.538;0;0;0
143;AGO;SVN;6231.904816;44033.10156;37303.44922;0;0.3227004;0;0;0
144;AGO;SWE;7644.174613;44033.10156;384927.2813;0;0.0662;0;0;0
145;AGO;THA;9936.604304;44033.10156;206247.0313;0;141.7603;0;0;0
146;AGO;TTO;8628.048021;44033.10156;19911.22266;0;101.54936;0;0;0
147;AGO;TUN;5108.71924;44033.10156;30298.49023;0;0.001860419;0;0;0
148;AGO;TUR;5816.240032;44033.10156;402709.9375;0;26.5932;0;0;0
149;AGO;TZA;2596.973714;44033.10156;12783.76758;1;5.35E-05;0;0;0
150;AGO;UGA;2384.523913;44033.10156;9321.924805;0;0.0002615;0;0;0
151;AGO;UKR;6798.636834;44033.10156;106110.8906;0;0.0148311;0;0;0
152;AGO;URY;7575.980879;44033.10156;19307.69531;0;52.6435;0;0;0
153;AGO;USA;12153.60555;44033.10156;13201819;0;12174.4;0;0;0
154;AGO;VEN;9298.371084;44033.10156;181861.8438;0;0.004;0;0;0
155;AGO;ZAF;2579.672265;44033.10156;254991.5625;1;402.793;0;0;0
156;AGO;ZMB;1683.33682;44033.10156;10907.08789;1;0.0189607;1;0;0
157;AGO;ZWE;2048.66059;44033.10156;5010.452637;1;0.000357302;0;0;0
158;ALB;ARG;11662.55612;9136.082031;214057.75;0;0.01500004;0;0;0
159;ALB;ARM;2084.605516;9136.082031;6405.722168;0;0.00321711;0;0;0
160;ALB;AUS;15208.49663;9136.082031;768177.6875;0;0.3853641;0;0;0
161;ALB;AUT;848.8387314;9136.082031;322443.6563;0;2.1967;0;0;0
162;ALB;BEL;1609.068212;9136.082031;392001.375;0;0.6781005;0;0;0
163;ALB;BGR;464.8647134;9136.082031;31483;1;3.875201;0;0;0
164;ALB;BIH;376.4586203;9136.082031;11295.70215;1;1.48825;0;0;0
165;ALB;BLR;1517.908594;9136.082031;36945.29297;0;0.04250004;0;0;0
166;ALB;BOL;10935.6308;9136.082031;11163.07129;0;0.05124361;0;0;0
167;ALB;BRA;9388.915044;9136.082031;1067962.25;0;2.054382;0;0;0
168;ALB;CAN;7842.518131;9136.082031;1251463.375;0;1.529682;0;0;0
169;ALB;CHE;1169.54051;9136.082031;379758.2813;0;1.33944;0;0;0
170;ALB;CHL;12433.14174;9136.082031;145841.1875;0;0.07549443;0;0;0
171;ALB;CHN;8026.048401;9136.082031;2668071.25;0;12.926;0;0;0
172;ALB;CIV;4602.337694;9136.082031;17483.98828;0;0.009134411;0;0;0
173;ALB;CMR;4016.08722;9136.082031;18322.92578;0;0.04747083;0;0;0
174;ALB;COG;5071.77965;9136.082031;7385.168945;0;1.798984;0;0;0
175;ALB;COL;9975.874026;9136.082031;135836.0156;0;0.5023788;0;0;0
176;ALB;CRI;10431.9402;9136.082031;22145.08008;0;0.09399852;0;0;0
177;ALB;CZE;1037.847322;9136.082031;141801.4219;0;2.957801;0;0;0
178;ALB;DEU;1383.711769;9136.082031;2906681.25;0;25.7879;0;0;0
179;ALB;DMA;8170.643102;9136.082031;299.8148193;0;0.09506816;0;0;0
180;ALB;DNK;1744.192858;9136.082031;275237.0313;0;0.4595;0;0;0
181;ALB;EGY;1599.465578;9136.082031;107484.0391;0;0.03844511;0;0;0
182;ALB;ESP;1931.681936;9136.082031;1223988.5;0;2.1268;0;0;0
183;ALB;EST;2039.758027;9136.082031;16409.79688;0;0.0115;0;0;0
184;ALB;FIN;2256.390924;9136.082031;209444.8906;0;0.010100002;0;0;0
185;ALB;FRA;1499.451467;9136.082031;2230721.5;0;6.1029;0;0;0
186;ALB;GBR;2040.18687;9136.082031;2345014.75;0;2.79905;0;0;0
187;ALB;GEO;1991.543798;9136.082031;7550.169922;0;5.166;0;0;0
188;ALB;GRC;451.4164143;9136.082031;244951.375;0;41.70804;1;0;0
189;ALB;GTM;10583.16265;9136.082031;35290.26953;0;0.21549;0;0;0
190;ALB;HKG;8745.475111;9136.082031;189798.1094;0;0.001673903;0;0;0
191;ALB;HND;10316.36315;9136.082031;9234.891602;0;4.399329;0;0;0
192;ALB;HRV;552.6648876;9136.082031;42653.42188;1;2.69;0;0;0
193;ALB;HUN;695.8069026;9136.082031;112898.5234;0;0.4625005;0;0;0
194;ALB;IDN;10248.74657;9136.082031;364458.9063;0;0.00254184;0;0;0
195;ALB;IND;5735.208986;9136.082031;906268;0;0.189129;0;0;0
196;ALB;IRL;2401.968371;9136.082031;222649.7969;0;0.0605;0;0;0
197;ALB;IRN;2871.699904;9136.082031;222889.5;0;1.02854;0;0;0
198;ALB;ISL;3679.853163;9136.082031;15853.98633;0;0.0177796;0;0;0
199;ALB;ITA;722.9528359;9136.082031;1844748.875;0;520.1746;0;0;0
200;ALB;JPN;9382.620588;9136.082031;4340133.5;0;0.562319;0;0;0
201;ALB;KHM;8714.245358;9136.082031;7192.591309;0;0.02732994;0;0;0
202;ALB;KOR;8665.201801;9136.082031;888024.1875;0;0.289;0;0;0
203;ALB;LBN;1605.584825;9136.082031;22722.19141;0;0.00021879;0;0;0
204;ALB;LTU;1593.106551;9136.082031;29790.79688;0;0.0135;0;0;0
205;ALB;MAC;8700.824219;9136.082031;14285.01074;0;0.01867701;0;0;0
206;ALB;MDA;976.5760072;9136.082031;3265.583984;1;0.00642681;0;0;0
207;ALB;MDG;7295.459229;9136.082031;5499.229492;0;0.010813935;0;0;0
208;ALB;MKD;168.1648412;9136.082031;6217.132324;1;11.7234;1;0;0
209;ALB;MUS;7862.411284;9136.082031;6448.455078;0;0.00704149;0;0;0
210;ALB;MYS;9263.162551;9136.082031;148940.3594;0;1.097514;0;0;0
211;ALB;NGA;3946.619838;9136.082031;114686.2813;0;0.00057288;0;0;0
212;ALB;NLD;1652.267998;9136.082031;657590.125;0;3.3994;0;0;0
213;ALB;NOR;2271.86306;9136.082031;310959.75;0;0.2087943;0;0;0
214;ALB;NZL;17853.9636;9136.082031;103873.2109;0;0.0689474;0;0;0
215;ALB;PAK;4761.674494;9136.082031;128830.2031;0;1.37027;0;0;0
216;ALB;PER;11370.40279;9136.082031;93269.03906;0;0.0487549;0;0;0
217;ALB;POL;1191.410076;9136.082031;338732.9063;0;0.8568;0;0;0
218;ALB;PRT;2481.031015;9136.082031;192571.9219;0;0.0124;0;0;0
219;ALB;PRY;10823.77275;9136.082031;9110.214844;0;0.0004367;0;0;0
220;ALB;ROM;684.9103367;9136.082031;121609.1094;1;1.5004;0;0;0
221;ALB;RUS;2777.354897;9136.082031;986939.5625;0;4.208358;0;0;0
222;ALB;SEN;4614.386787;9136.082031;8936.158203;0;0.00045402;0;0;0
223;ALB;SVK;841.7741034;9136.082031;55048.54688;0;0.1282;0;0;0
224;ALB;SVN;691.6104033;9136.082031;37303.44922;0;2.474802;0;0;0
225;ALB;SWE;1995.412099;9136.082031;384927.2813;0;9.2445;0;0;0
226;ALB;SYR;1661.800716;9136.082031;34902.26953;0;1.10E-08;0;0;0
227;ALB;THA;8249.614129;9136.082031;206247.0313;0;0.07432953;0;0;0
228;ALB;TJK;4156.686673;9136.082031;2811.461426;0;0.0917;0;0;0
229;ALB;TTO;8523.689176;9136.082031;19911.22266;0;0.0125408;0;0;0
230;ALB;TUN;1021.800387;9136.082031;30298.49023;0;0.02497605;0;0;0
231;ALB;TUR;1048.170419;9136.082031;402709.9375;0;12.57091;0;0;0
232;ALB;TZA;5541.961759;9136.082031;12783.76758;0;0.992716;0;0;0
233;ALB;UKR;1369.845137;9136.082031;106110.8906;0;1.36841;0;0;0
234;ALB;URY;11430.95163;9136.082031;19307.69531;0;0.00099863;0;0;0
235;ALB;USA;8882.74708;9136.082031;13201819;0;25.10002;0;0;0
236;ALB;VCT;8313.755505;9136.082031;465.9259338;0;0.00027694;0;0;0
237;ALB;VEN;9085.090759;9136.082031;181861.8438;0;0.5340005;0;0;0
238;ALB;YEM;3801.053412;9136.082031;19056.69531;0;0.0178959;0;0;0
239;ALB;YUG;338.0824704;9136.082031;27816.79297;1;44.40513;1;0;0
240;ALB;ZAF;7854.973336;9136.082031;254991.5625;0;0.0502204;0;0;0
241;ARG;AFG;15341.1613;214057.75;8399.039063;0;0.2728;0;0;0
242;ARG;AGO;7977.915823;214057.75;44033.10156;0;152.192;0;0;0
243;ARG;ALB;11662.55607;214057.75;9136.082031;0;0.6138;0;0;0
244;ARG;ARM;13505.40071;214057.75;6405.722168;0;2.8545;0;0;0
245;ARG;ATG;5607.045314;214057.75;961.8518677;0;0.4455;0;0;0
246;ARG;AUS;12044.57413;214057.75;768177.6875;0;148.8498;0;0;0
247;ARG;AUT;11751.14652;214057.75;322443.6563;0;126.066;0;0;0
248;ARG;AZE;13853.48018;214057.75;20121.61133;0;5.3014;0;0;0
249;ARG;BDI;9834.967381;214057.75;806.6171875;0;0.0176;0;0;0
250;ARG;BEL;11305.28576;214057.75;392001.375;0;403.796;0;0;0
251;ARG;BEN;8050.422991;214057.75;4774.809082;0;5.4208;0;0;0
252;ARG;BFA;7990.588818;214057.75;6205.320313;0;2.5333;0;0;0
253;ARG;BGD;16993.58241;214057.75;61960.96094;0;153.8724;0;0;0
254;ARG;BGR;12115.57205;214057.75;31483;0;104.034;0;0;0
255;ARG;BIH;11708.02698;214057.75;11295.70215;0;3.5453;0;0;0
256;ARG;BLR;12833.47282;214057.75;36945.29297;0;71.2878;0;0;0
257;ARG;BLZ;6374.444605;214057.75;1216.999878;0;2.0757;0;1;0
258;ARG;BOL;1865.839413;214057.75;11163.07129;1;417.876;1;1;0
259;ARG;BRA;2391.846414;214057.75;1067962.25;1;8944.914;1;0;0
260;ARG;BTN;17106.20526;214057.75;927.1541748;0;0.0154;0;0;0
261;ARG;BWA;8336.666636;214057.75;10327.74219;0;0.0352;0;0;0
262;ARG;CAF;9312.543144;214057.75;1485.972168;0;0.0242;0;0;0
263;ARG;CAN;9391.46105;214057.75;1251463.375;0;553.039;0;0;0
264;ARG;CHE;11232.93301;214057.75;379758.2813;0;570.504;0;0;0
265;ARG;CHL;1156.725879;214057.75;145841.1875;1;4843.971;1;1;0
266;ARG;CHN;19110.12767;214057.75;2668071.25;0;3820.674;0;0;0
267;ARG;CIV;7342.303129;214057.75;17483.98828;0;14.4617;0;0;0
268;ARG;CMR;8732.010349;214057.75;18322.92578;0;11.6182;0;0;0
269;ARG;COG;8349.831895;214057.75;7385.168945;0;49.2272;0;0;0
270;ARG;COL;4615.471427;214057.75;135836.0156;0;605.8833;0;1;0
271;ARG;COM;10586.84249;214057.75;403.1763;0;0.3762;0;0;0
272;ARG;CPV;6699.00866;214057.75;1143.991577;0;2.2363;0;0;0
273;ARG;CRI;5423.041951;214057.75;22145.08008;0;109.4434;0;1;0
274;ARG;CZE;11889.49019;214057.75;141801.4219;0;24.827;0;0;0
275;ARG;DEU;11646.03299;214057.75;2906681.25;0;1238.402;0;0;0
276;ARG;DJI;11983.92462;214057.75;757.0405273;0;0.1815;0;0;0
277;ARG;DMA;5415.010974;214057.75;299.8148193;0;0.5192;0;0;0
278;ARG;DNK;12006.05287;214057.75;275237.0313;0;354.635;0;0;0
279;ARG;DOM;5874.742096;214057.75;30581.08008;0;163.93;0;1;0
280;ARG;DZA;10171.67015;214057.75;114727.0625;0;591.5173;0;0;0
281;ARG;ECU;4047.070762;214057.75;40800.08203;0;365.897;0;1;0
282;ARG;EGY;11928.12067;214057.75;107484.0391;0;356.5243;0;0;0
283;ARG;ERI;11835.94262;214057.75;1084.98877;0;0.0209;0;0;0
284;ARG;ESP;10079.65679;214057.75;1223988.5;0;2037.83;0;1;0
285;ARG;EST;12925.27557;214057.75;16409.79688;0;5.7618;0;0;0
286;ARG;ETH;11459.44733;214057.75;13315.40234;0;0.165;0;0;0
287;ARG;FIN;12969.02423;214057.75;209444.8906;0;123.002;0;0;0
288;ARG;FJI;11587.90862;214057.75;2821.605957;0;0.1199;0;0;0
289;ARG;FRA;10932.34095;214057.75;2230721.5;0;671.001;0;0;0
290;ARG;GAB;8219.738999;214057.75;9545.985352;0;13.5432;0;0;0
291;ARG;GBR;11136.96279;214057.75;2345014.75;0;664.004;0;0;0
292;ARG;GEO;13501.65583;214057.75;7550.169922;0;4.3692;0;0;0
293;ARG;GHA;7701.868307;214057.75;12905.9707;0;22.5577;0;0;0
294;ARG;GIN;6975.026207;214057.75;3317.202881;0;2.3375;0;0;0
295;ARG;GMB;7004.496827;214057.75;510.6890869;0;2.3551;0;0;0
296;ARG;GNB;6938.296371;214057.75;304.461731;0;0.5115;0;0;0
297;ARG;GNQ;8344.667026;214057.75;8562.841797;0;1.3519;0;1;0
298;ARG;GRC;11772.03871;214057.75;244951.375;0;103.562;0;0;0
299;ARG;GRD;5056.359477;214057.75;519.2592773;0;0.8668;0;0;0
300;ARG;GTM;6217.215561;214057.75;35290.26953;0;188.989;0;1;0
301;ARG;GUY;4441.70903;214057.75;896.156311;0;2.4706;0;0;0
302;ARG;HKG;18685.81401;214057.75;189798.1094;0;223.491;0;0;0
303;ARG;HND;6085.645102;214057.75;9234.891602;0;94.2579;0;1;0
304;ARG;HRV;11658.34844;214057.75;42653.42188;0;43.478;0;0;0
305;ARG;HTI;5917.814718;214057.75;4960.738281;0;23.6632;0;0;0
306;ARG;HUN;11973.1675;214057.75;112898.5234;0;16.4425;0;0;0
307;ARG;IDN;15581.88409;214057.75;364458.9063;0;348.5603;0;0;0
308;ARG;IND;15676.28452;214057.75;906268;0;1000.8702;0;0;0
309;ARG;IRL;10913.81049;214057.75;222649.7969;0;102.509;0;0;0
310;ARG;IRN;13881.96079;214057.75;222889.5;0;7.0301;0;0;0
311;ARG;ISL;11375.39776;214057.75;15853.98633;0;2.24454;0;0;0
312;ARG;ITA;11214.0101;214057.75;1844748.875;0;1273.84;0;0;0
313;ARG;JAM;5971.188422;214057.75;10533.2959;0;23.3546;0;0;0
314;ARG;JOR;12429.66467;214057.75;14176.30469;0;51.216;0;0;0
315;ARG;JPN;18310.16121;214057.75;4340133.5;0;511.033;0;0;0
316;ARG;KAZ;15718.94116;214057.75;77236.89844;0;18.623;0;0;0
317;ARG;KEN;10647.44985;214057.75;21185.94141;0;16.8355;0;0;0
318;ARG;KGZ;15962.90289;214057.75;2694.656982;0;1.8376;0;0;0
319;ARG;KHM;17208.43954;214057.75;7192.591309;0;1.9096;0;0;0
320;ARG;KNA;5921.4513;214057.75;486.6666565;0;0.2893;0;0;0
321;ARG;KOR;19146.65183;214057.75;888024.1875;0;493.111;0;0;0
322;ARG;LBN;12494.71411;214057.75;22722.19141;0;30.2687;0;0;0
323;ARG;LBR;6892.730373;214057.75;631;0;3.8313;0;0;0
324;ARG;LBY;10820.61276;214057.75;50319.73438;0;92.1723;0;0;0
325;ARG;LCA;5259.429006;214057.75;906;0;0.6127;0;0;0
326;ARG;LKA;15078.4276;214057.75;26966.58398;0;2.7775;0;0;0
327;ARG;LTU;12661.5108;214057.75;29790.79688;0;16.2117;0;0;0
328;ARG;LVA;12755.67547;214057.75;20115.52734;0;31.2752;0;0;0
329;ARG;MAC;18451.91602;214057.75;14285.01074;0;0.692657;0;0;0
330;ARG;MAR;9321.642272;214057.75;57306.73047;0;255.9304;0;0;0
331;ARG;MDA;12601.91855;214057.75;3265.583984;0;0.9097;0;0;0
332;ARG;MDG;10439.18369;214057.75;5499.229492;0;15.862;0;0;0
333;ARG;MDV;14227.49688;214057.75;915.2070313;0;0.0341;0;0;0
334;ARG;MEX;7533.985819;214057.75;839181.9375;0;1978.38;0;1;0
335;ARG;MKD;11816.62428;214057.75;6217.132324;0;10.6849;0;0;0
336;ARG;MLI;7671.931987;214057.75;5929.424805;0;5.2272;0;0;0
337;ARG;MNG;17994.31412;214057.75;2689.424805;0;21.3612;0;0;0
338;ARG;MOZ;9263.53997;214057.75;7608.191406;0;39.5219;0;0;0
339;ARG;MRT;7513.11481;214057.75;2662.577881;0;2.0152;0;0;0
340;ARG;MUS;11173.65313;214057.75;6448.455078;0;49.5979;0;0;0
341;ARG;MWI;9601.086624;214057.75;2231.53125;0;5.1777;0;0;0
342;ARG;MYS;16333.03492;214057.75;148940.3594;0;606.731;0;0;0
